Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3,image_url4,image_url5
10880,36_6,36_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10881,36_7,36_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.282362,-148.696566,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10882,37_2,37_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Poa glauca-Bromus pumpellianus, Facies Kobresia myosuroides-Salix glauca",4.1,,None,Percentage,,,,,
10883,37_3,37_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10884,37_4,37_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Arctous rubra-Rhododendron lapponicum","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10885,37_5,37_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10886,37_6,37_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10887,37_7,37_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Kobresia mysurodes-Pedicularis captitata",Steppe tundra communities on south facing slopes of pingos,,None,Percentage,,,,,
10888,37_8,37_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,69.713455,-148.80324,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10889,38_1,38_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10890,38_2,38_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10891,38_3,38_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10892,38_4,38_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10893,38_5,38_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10894,38_6,38_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10895,38_7,38_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10896,39_1,39_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10897,39_2,39_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10898,39_3,39_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10899,39_5,39_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10900,39_6,39_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10901,39_7,39_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.288289,-149.178125,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10902,40_1,40_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Carex bigelowii-Cassiope tetragona",Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10903,40_2,40_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10904,40_3,40_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10905,40_4,40_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10906,40_5,40_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10907,40_6,40_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10908,40_7,40_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.296691,-149.170321,Field Name,"Dryas integrifolia-Astragalus umbellatus, Facies Carex bigelowii-Cassiope tetragona",Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10909,41_1,41_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Saxifraga bronchialis-Sphaerophorus globosus, Facies Racomitrium lanuginosum-Polytrichum piliferum","Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,None,Percentage,,,,,
10910,41_2,41_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10911,41_3,41_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10912,41_4,41_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10913,41_5,41_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10914,41_6,41_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10915,41_7,41_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,Saxifraga bronchialis-Sphaerophorus globosus,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,None,Percentage,,,,,
10916,41_8,41_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10917,41_9,41_9,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,Phippsia algida-Saxifraga rivularis,"Poorly drained deep snowbeds (Phippsia algida, Saxifraga rivularis, Ranunculus pygmaeus, etc.)",,None,Percentage,,,,,
10918,41_10,41_10,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,Phippsia algida-Saxifraga rivularis,"Poorly drained deep snowbeds (Phippsia algida, Saxifraga rivularis, Ranunculus pygmaeus, etc.)",,None,Percentage,,,,,
10919,41_11,41_11,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,Phippsia algida-Saxifraga rivularis,"Poorly drained deep snowbeds (Phippsia algida, Saxifraga rivularis, Ranunculus pygmaeus, etc.)",,None,Percentage,,,,,
10920,41_12,41_12,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,Saxifraga bronchialis-Sphaerophorus globosus,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",,None,Percentage,,,,,
10921,41_13,41_13,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Cassiope tetragona-Dryas integrifolia, Subtype Vaccinium uliginosum-Salix glauca, Facies Ledum decumbens-Betula nana","Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10922,41_14,41_14,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10923,41_15,41_15,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,"Poa glauca-Bromus pumpellianus, Facies Carex obtusata-Saxifraga tricuspidata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10924,41_16,41_16,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.020824,-147.680524,Field Name,-9,-9,,None,Percentage,,,,,
