Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
12372,NOAT_T13_04_2005,NOAT_T13_04_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95868667,-162.4872133,,Alnus crispa-Calamagrostis canadensis,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12373,NOAT_T13_05_2005,NOAT_T13_05_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95623668,-162.491535,,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12374,NOAT_T13_06_2005,NOAT_T13_06_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95608167,-162.493125,,Andromeda polifolia-Sphagnum sp.,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12375,NOAT_T13_07_2005,NOAT_T13_07_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95541834,-162.494745,,Betula nana-Eriophorum vaginatum,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12376,NOAT_T13_08_2005,NOAT_T13_08_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95601713,-162.4976609,,Betula nana-Ledum decumbens,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12377,NOAT_T13_09_2005,NOAT_T13_09_2005,20050729,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95422289,-162.5021593,,Picea glauca-Ledum decumbens,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12378,NOAT_T15_01_2005,NOAT_T15_01_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.96023532,-162.3071079,,Salix alaxensis-Aster sibiricus,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12379,NOAT_T15_02_2005,NOAT_T15_02_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.96015801,-162.3082094,,Salix alaxensis-Aster sibiricus,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
12380,NOAT_T15_03_2005,NOAT_T15_03_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.96050605,-162.3082637,,Salix alaxensis-Aster sibiricus,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
12381,NOAT_T15_04_2005,NOAT_T15_04_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95979372,-162.3115999,,Populus balsamifera-Picea glauca-Salix alaxensis,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12382,NOAT_T15_05_2005,NOAT_T15_05_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95891486,-162.3130358,,Picea glauca-Salix lanata ssp. richardsonii-Moneses uniflora,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12383,NOAT_T15_06_2005,NOAT_T15_06_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95923407,-162.312085,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12384,NOAT_T15_07_2005,NOAT_T15_07_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95866995,-162.3029247,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12385,NOAT_T15_08_2005,NOAT_T15_08_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95823361,-162.2971975,,Picea glauca-Salix lanata ssp. richardsonii-Dryas integrifolia,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12386,NOAT_T15_09_2005,NOAT_T15_09_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95699938,-162.3021761,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12387,NOAT_T15_10_2005,NOAT_T15_10_2005,20050731,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.95753138,-162.3075121,,Salix alaxensis-Aster sibiricus,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12388,NOAT_T17_01_2005,NOAT_T17_01_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00589834,-162.1481583,,Betula nana-Eriophorum vaginatum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12389,NOAT_T17_02_2005,NOAT_T17_02_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00449501,-162.147665,,Betula nana-Eriophorum vaginatum,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12390,NOAT_T17_03_2005,NOAT_T17_03_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00237501,-162.1439767,,Carex aquatilis-Potentilla palustris,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12391,NOAT_T17_04_2005,NOAT_T17_04_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00219668,-162.1444,,water-Potamogeton sp.,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12392,NOAT_T17_05_2005,NOAT_T17_05_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00252501,-162.1422733,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12393,NOAT_T17_06_2005,NOAT_T17_06_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00124834,-162.1435767,,Carex aquatilis-Potentilla palustris,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12394,NOAT_T17_07_2005,NOAT_T17_07_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00054883,-162.1427436,,Salix planifolia ssp. pulchra-Potentilla palustris,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12395,NOAT_T17_08_2005,NOAT_T17_08_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.99917164,-162.1436734,,Carex aquatilis-Potentilla palustris,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12396,NOAT_T17_09_2005,NOAT_T17_09_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00009732,-162.1403486,,Andromeda polifolia-Sphagnum sp.,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12397,NOAT_T17_10_2005,NOAT_T17_10_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.00067667,-162.1366983,,Betula nana-Eriophorum vaginatum,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12398,NOAT_T18_01_2005,NOAT_T18_01_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.10319501,-162.5475733,,lichen-Hierochloë alpina,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12399,NOAT_T18_02_2005,NOAT_T18_02_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.10477501,-162.5494333,,lichen-Hierochloë alpina,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12400,NOAT_T18_03_2005,NOAT_T18_03_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.10601501,-162.5521883,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12401,NOAT_T18_04_2005,NOAT_T18_04_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.10676668,-162.5537367,,lichen-Hierochloë alpina,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12402,NOAT_T18_05_2005,NOAT_T18_05_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.11172019,-162.5608036,,Betula nana-Loiseleuria procumbens,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12403,NOAT_T18_06_2005,NOAT_T18_06_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.11280834,-162.5708517,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12404,NOAT_T18_07_2005,NOAT_T18_07_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.11163898,-162.5769988,,Salix alaxensis-Aster sibiricus,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,"plot map, soil descriptions a few select plots",Percent,,,
12405,NOAT_T18_08_2005,NOAT_T18_08_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.11106668,-162.5784917,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12406,NOAT_T18_09_2005,NOAT_T18_09_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.11295834,-162.5858467,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12407,NOAT_T19_01_2005,NOAT_T19_01_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.33294187,-162.4447567,,Salix arctica-Minuartia arctica,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12408,NOAT_T19_02_2005,NOAT_T19_02_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.33252899,-162.447861,,Dryas octopetala-Saxifraga oppositifolia,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,"plot map, soil descriptions a few select plots",Percent,,,
12409,NOAT_T19_03_2005,NOAT_T19_03_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.33170126,-162.4540896,,Dryas octopetala-Saxifraga oppositifolia,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12410,NOAT_T19_04_2005,NOAT_T19_04_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32888397,-162.4630043,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12411,NOAT_T19_05_2005,NOAT_T19_05_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32898898,-162.4657346,,Salix polaris-Boykinia richardsonii,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12412,NOAT_T19_06_2005,NOAT_T19_06_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32767536,-162.4629487,,Salix lanata ssp. richardsonii-Equisetum arvense,"10.1Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas-Cooper units 26, 29, 32, 34)",,"plot map, soil descriptions a few select plots",Percent,,,
12413,NOAT_T19_07_2005,NOAT_T19_07_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32588538,-162.4611737,,Salix polaris-Boykinia richardsonii,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12414,NOAT_T19_08_2005,NOAT_T19_08_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32468523,-162.4627883,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12415,NOAT_T20_01_2005,NOAT_T20_01_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26851697,-161.8418361,,Salix arctica-Minuartia arctica,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12416,NOAT_T20_02_2005,NOAT_T20_02_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.27079622,-161.8378093,,Salix arctica-Minuartia arctica,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
12417,NOAT_T20_03_2005,NOAT_T20_03_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26809378,-161.8358054,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12418,NOAT_T20_04_2005,NOAT_T20_04_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26570263,-161.8378365,,Salix arctica-Minuartia arctica,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12419,NOAT_T20_05_2005,NOAT_T20_05_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26239367,-161.8446042,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12420,NOAT_T20_06_2005,NOAT_T20_06_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26138667,-161.843741,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12421,NOAT_T20_07_2005,NOAT_T20_07_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.26100607,-161.840785,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12422,NOAT_T20_08_2005,NOAT_T20_08_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.25997203,-161.8349012,,Salix planifolia ssp. pulchra-Valeriana capitata,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
12423,NOAT_T21_01_2005,NOAT_T21_01_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32284719,-161.6323364,,Dryas octopetala-Hierochloë alpina,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,"plot map, soil descriptions a few select plots",Percent,,,
12424,NOAT_T21_02_2005,NOAT_T21_02_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32260178,-161.6314244,,Salix arctica-Minuartia arctica,Late snowbed communities,,"plot map, soil descriptions a few select plots",Percent,,,
12425,NOAT_T21_03_2005,NOAT_T21_03_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32244205,-161.6303372,,Dryas octopetala-Hierochloë alpina,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12426,NOAT_T21_04_2005,NOAT_T21_04_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32164384,-161.6269966,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12427,NOAT_T21_05_2005,NOAT_T21_05_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32004547,-161.6205158,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12428,NOAT_T21_06_2005,NOAT_T21_06_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.31978407,-161.6183876,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12429,NOAT_T21_07_2005,NOAT_T21_07_2005,20050723,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.32051726,-161.6090831,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12430,NOAT_T22_01_2005,NOAT_T22_01_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.44530471,-161.5558082,,Dryas octopetala-Saxifraga oppositifolia,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12431,NOAT_T22_02_2005,NOAT_T22_02_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46738862,-161.5810477,,Salix arctica-Minuartia arctica,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12432,NOAT_T22_03_2005,NOAT_T22_03_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46786001,-161.58075,,Salix arctica-Minuartia arctica,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
12433,NOAT_T22_04_2005,NOAT_T22_04_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46610001,-161.5804983,,Salix arctica-Minuartia arctica,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12434,NOAT_T22_05_2005,NOAT_T22_05_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46417334,-161.5888067,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12435,NOAT_T22_06_2005,NOAT_T22_06_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46293168,-161.590225,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
12436,NOAT_T22_07_2005,NOAT_T22_07_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.46039704,-161.5943237,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12437,NOAT_T22_08_2005,NOAT_T22_08_2005,20050728,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.45984167,-161.5968983,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12438,NOAT_T23_01_2005,NOAT_T23_01_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.1375,-161.4150667,,Betula nana-Eriophorum vaginatum,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12439,NOAT_T23_02_2005,NOAT_T23_02_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13751667,-161.4150833,,Salix planifolia ssp. pulchra-Potentilla palustris,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
12440,NOAT_T23_03_2005,NOAT_T23_03_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13645,-161.4110667,,Carex aquatilis-Potentilla palustris,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12441,NOAT_T23_04_2005,NOAT_T23_04_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13646667,-161.4117333,,Menyanthes trifoliata-Potentilla palustris,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12442,NOAT_T23_05_2005,NOAT_T23_05_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13653333,-161.4117,,Hippuris vulgaris-Utricularia vulgaris macrorhiza,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
12443,NOAT_T23_06_2005,NOAT_T23_06_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13576667,-161.4058167,,Betula nana-Eriophorum vaginatum,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
12444,NOAT_T23_07_2005,NOAT_T23_07_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13646667,-161.4077333,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12445,NOAT_T23_08_2005,NOAT_T23_08_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13831536,-161.4034627,,Menyanthes trifoliata-Potentilla palustris,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12446,NOAT_T23_09_2005,NOAT_T23_09_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.138,-161.4009667,,Carex chordorrhiza-Carex aquatilis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12447,NOAT_T23_10_2005,NOAT_T23_10_2005,20050726,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.13903333,-161.4057,,Carex chordorrhiza-Carex aquatilis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12448,NOAT_T24_03_2005,NOAT_T24_03_2005,20050724,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.22852409,-161.4870284,,Salix alaxensis-Epilobium latifolium,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
12449,NOAT_T24_04_2005,NOAT_T24_04_2005,20050724,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.22906891,-161.4929992,,Salix alaxensis-Aster sibiricus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,"plot map, soil descriptions a few select plots",Percent,,,
12450,NOAT_T24_05_2005,NOAT_T24_05_2005,20050724,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.22786913,-161.4910038,,Salix alaxensis-Aster sibiricus,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
12451,NOAT_T24_06_2005,NOAT_T24_06_2005,20050724,2005,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.22865084,-161.4991361,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
