Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3,"species - these are the dataset taxa, not the PASL taxa"
55,SWT-55,55,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.636,-149.638,Field Name,Carex chordorrhiza-Carex rariflora,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",17,,Braun/Blanquet (old),,,,"Campylium stellatum, Carex aquatilis, Carex atrofusca, Carex chordorrhiza, Carex rariflora, Carex rotundata, Cinclidium species, Ditrichum flexicaule, Eriophorum angustifolium, Gymnocolea inflata, Juncus triglumis, Limprichtia revolvens, Pedicularis albolabiata, Salix fuscescens, Scorpidium scorpioides, Tomentypnum nitens, Trichophorum cespitosum [s. cespitosum]"
56,SWT-56,56,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.635934,-149.637268,Braun-Blanquet Name,Dryado integrifoliae-Caricetum bigelowii caricetosum membranaceae Walker et al. 1994,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),54,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-56_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-56_soils.jpg,,"Alectoria ochroleuca, Andromeda polifolia, Asahinea chrysantha, Aulacomnium palustre, Aulacomnium turgidum, Bistorta plumosa, Bistorta vivipara, Carex bigelowii, Carex capillaris, Carex membranacea, Cassiope tetragona [s. tetragona], Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pyxidata, Cladonia rangiferina, Dactylina arctica, Dicranum groenlandicum, Dicranum spadiceum, Ditrichum flexicaule, Dryas integrifolia, Eriophorum triste, Fissidens osmundoides, Flavocetraria cucullata, Flavocetraria nivalis, Hylocomium splendens, Hypnum bambergeri, Lecanora epibryon, Loeskypnum badium, Masonhalea richardsonii, Orthothecium chryseum, Pedicularis lanata, Pedicularis langsdorffii s. arctica, Pedicularis oederi, Pertusaria dactylina, Polytrichum juniperinum, Ptilidium ciliare, Racomitrium lanuginosum, Rhododendron lapponicum, Rhododendron tomentosum s. decumbens, Rhytidium rugosum, Salix arctica, Salix reticulata, Scapania simmonsii, Sphagnum rubellum, Sphenolobus minutus, Stereocaulon alpinum, Thamnolia vermicularis s. subuliformis, Tofieldia coccinea, Tomentypnum nitens, Tritomaria quinquedentata, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
57,SWT-57,57,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.636196,-149.637901,Field Name,Carex chordorrhiza-Carex rariflora,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",24,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-57_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-57_soils.jpg,,"Andromeda polifolia, Aulacomnium turgidum, Bryum pseudotriquetrum, Campylium stellatum, Carex aquatilis, Carex atrofusca, Carex capillaris, Carex chordorrhiza, Carex media, Carex membranacea, Carex rariflora, Carex rotundata, Cinclidium stygium, Cladonia pyxidata, Juncus triglumis, Limprichtia revolvens, Meesia triquetra, Oncophorus wahlenbergii, Pedicularis albolabiata, Salix arctica, Salix fuscescens, Scorpidium scorpioides, Tomentypnum nitens, Trichophorum cespitosum [s. cespitosum]"
58,SWT-58,58,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.636195,-149.638009,Field Name,Trichophorum caespitosum-Tomenthypnum nitens,Aquatic grass  marshes (Arctophila fulva),48,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-58_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-58_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-58_soils.jpg,"Andromeda polifolia, Asahinea chrysantha, Aulacomnium turgidum, Bistorta vivipara, Bryum pseudotriquetrum, Campylium stellatum, Carex aquatilis, Carex atrofusca, Carex capillaris, Carex membranacea, Carex rariflora, Catoscopium nigritum, Cetraria islandica, Cinclidium stygium, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia digitata, Cladonia pyxidata, Cladonia uncialis, Dicranum acutifolium, Dicranum spadiceum, Ditrichum flexicaule, Dryas integrifolia, Equisetum variegatum s. variegatum, Eriophorum angustifolium, Eriophorum scheuchzeri s. scheuchzeri, Fissidens osmundoides, Flavocetraria cucullata, Flavocetraria nivalis, Hylocomium splendens, Kobresia simpliciuscula, Limprichtia revolvens, Meesia triquetra, Meesia uliginosa, Oncophorus wahlenbergii, Orthothecium chryseum, Pedicularis albolabiata, Polytrichum juniperinum, Rhododendron lapponicum, Rhytidium rugosum, Salix arctica, Salix chamissonis, Salix fuscescens, Salix reticulata, Thamnolia vermicularis s. subuliformis, Tofieldia pusilla, Tomentypnum nitens, Trichophorum cespitosum [s. cespitosum]"
59,SWT-59,59,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.63668,-149.636122,Field Name,Salix glauca,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",36,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-59_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-59_plotclose-up.jpg,,"Abietinella abietina, Anticlea elegans, Arctous rubra, Asahinea chrysantha, Betula nana, Brachythecium groenlandicum, Bryoerythrophyllum recurvirostre, Calliergon stramineum, Cerastium beeringianum, Cetraria islandica, Chamerion angustifolium, Cladonia arbuscula s. lat., Cladonia pyxidata, Cladonia rangiferina, Cystopteris fragilis, Dasiphora fruticosa, Dryas octopetala, Entodon concinnus, Festuca altaica, Flavocetraria cucullata, Hedysarum americanum, Hylocomium splendens, Masonhalea richardsonii, Peltigera aphthosa, Peltigera canina, Plagiomnium medium, Poa glauca, Potentilla nivea, Rhododendron lapponicum, Rhytidium rugosum, Salix glauca, Sanionia uncinata, Saxifraga tricuspidata, Senecio lugens, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum"
60,SWT-60,60,19890811,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.629429,-149.65062,Braun-Blanquet Name,Selaginello sibiricae-Dryadetum octopetalae Walker et al. 1994,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",55,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-60_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-60_plotclose-up.jpg,,"Androsace chamaejasme s. andersonii, Anemone lithophila, Anticlea elegans, Arnica angustifolia s. alpina, Arnica frigida, Artemisia arctica, Arthrorhaphis alpina, Asahinea chrysantha, Barbilophozia barbata, Bryocaulon divergens, Bryoerythrophyllum recurvirostre, Buellia papillata, Bupleurum triradiatum, Caloplaca jungermanniae, Caloplaca species, Carex capillaris, Carex rupestris, Cetraria aculeata, Cetraria islandica, Cladonia amaurocraea, Cladonia macrophylla, Cladonia pocillum, Cladonia rangiferina, Cladonia uncialis, Dicranum groenlandicum, Dryas octopetala, Festuca altaica, Flavocetraria cucullata, Flavocetraria nivalis, Hypogymnia subobscura, Kobresia myosuroides, Melanohalea septentrionalis, Micranthes hieraciifolia, Micranthes reflexa, Minuartia arctica, Minuartia obtusiloba, Ochrolechia frigida, Ochrolechia upsaliensis, Oxytropis nigrescens, Oxytropis species, Oxytropis varians, Pedicularis capitata, Peltigera canina, Pertusaria bryontha, Polytrichum piliferum, Potentilla nivea, Rhytidium rugosum, Salix phlebophylla, Saxifraga tricuspidata, Selaginella sibirica, Silene involucrata s. tenella, Sphaerophorus globosus, Stereocaulon alpinum, Thamnolia vermicularis s. subuliformis, Tortella fragilis"
61,SWT-61,61,19890814,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.639055,-149.611483,Braun-Blanquet Name,Sphagno-Eriophoretum vaginati typicum Walker et al. 1994,Dry nonacidic alpine tundra (Dryas octopetala),36,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-61_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-61_soils.jpg,,"Abietinella abietina, Arctous rubra, Artemisia arctica, Betula nana, Cetraria islandica, Chamerion angustifolium, Chamerion latifolium, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia coccifera s. lat., Cladonia ecmocyna, Cladonia macrophylla, Cladonia pyxidata, Cladonia rangiferina, Cladonia species, Dasiphora fruticosa, Dicranum acutifolium, Dodecatheon frigidum, Equisetum arvense, Festuca altaica, Flavocetraria cucullata, Hylocomium splendens, Masonhalea richardsonii, Peltigera aphthosa, Peltigera polydactylon, Pleurozium schreberi, Rhododendron lapponicum, Rhododendron tomentosum s. decumbens, Rhytidium rugosum, Salix glauca, Salix reticulata, Senecio lugens, Solidago multiradiata s. multiradiata, Syntrichia ruralis, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum"
62,SWT-62,62,19890814,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.638915,-149.611616,Field Name,Carex podocarpa-Dodocatheon frigidum,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",52,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-62_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-62_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-62_soils.jpg,"Anemone parviflora, Anemone richardsonii, Anticlea elegans, Arctagrostis latifolia, Arctous rubra, Arnica lessingii, Artemisia arctica, Aulacomnium palustre, Bistorta plumosa, Bistorta vivipara, Blepharostoma trichophyllum v. brevirete, Bryum pseudotriquetrum, Campylium stellatum, Carex aquatilis, Carex membranacea, Cerastium beeringianum, Climacium dendroides, Dasiphora fruticosa, Dicranoweisia crispula, Dicranum spadiceum, Ditrichum flexicaule, Dodecatheon frigidum, Dryas integrifolia, Equisetum arvense, Equisetum scirpoides, Equisetum variegatum s. variegatum, Festuca altaica, Gentiana prostrata, Hylocomium splendens, Hypnum lindbergii, Juncus castaneus, Kalmia procumbens, Parnassia kotzebuei, Parnassia palustris, Pedicularis interior, Petasites frigidus, Plagiomnium ellipticum, Poa arctica, Poa pratensis s. alpigena, Polemonium acutiflorum, Salix reticulata, Salix richardsonii, Selaginella selaginoides, Senecio lugens, Solidago multiradiata s. multiradiata, Sphagnum rubellum, Sphenolobus minutus, Stellaria longipes taxon laeta, Tomentypnum nitens, Vaccinium uliginosum, Valeriana capitata, Wilhelmsia physodes"
63,SWT-63,63,19890814,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.641593,-149.594365,Braun-Blanquet Name,Salici phlebophyllae-Arctoetum alpinae Walker et al. 1994,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",31,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-63_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-63_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-63_soils.jpg,"Alectoria ochroleuca, Arctous alpina, Artemisia arctica, Bistorta plumosa, Bryocaulon divergens, Calamagrostis inexpansa, Carex microchaeta, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pleurota, Cladonia pyxidata, Cladonia rangiferina, Cladonia uncialis, Dicranum elongatum, Flavocetraria cucullata, Flavocetraria nivalis, Masonhalea richardsonii, Ochrolechia frigida, Pedicularis capitata, Pertusaria dactylina, Poa alpina, Polytrichum juniperinum, Polytrichum piliferum, Rhytidium rugosum, Salix phlebophylla, Sphaerophorus globosus, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
64,SWT-64,64,19890821,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.623857,-149.617666,Field Name,Luzula arctica-Juncus biglumis,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",13,,Braun/Blanquet (old),,,,"Anthelia juratzkana, Cetraria islandica, Empetrum nigrum, Eriophorum vaginatum, Flavocetraria cucullata, Juncus biglumis, Luzula nivalis, Pogonatum urnigerum, Polytrichum juniperinum, Racomitrium lanuginosum, Rubus chamaemorus, Thamnolia vermicularis s. subuliformis, Vaccinium vitis-idaea s. minus"
65,SWT-65,65,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.64203,-149.594687,Braun-Blanquet Name,Salici phlebophyllae-Arctoetum alpinae Walker et al. 1994,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),29,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-65_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-65_soils.jpg,,"Alectoria ochroleuca, Arctous alpina, Bistorta plumosa, Bryocaulon divergens, Calamagrostis canadensis, Carex microchaeta, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pleurota, Cladonia pyxidata, Cladonia rangiferina, Cladonia species, Cladonia uncialis, Dactylina arctica, Dicranum groenlandicum, Empetrum nigrum, Flavocetraria cucullata, Flavocetraria nivalis, Masonhalea richardsonii, Pedicularis labradorica, Polytrichum piliferum, Polytrichum strictum, Sphaerophorus globosus, Stereocaulon alpinum, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
66,SWT-66,66,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.641939,-149.594414,Field Name,Betula nana-Cladina arbuscula,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",25,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-66_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-66_plotclose-up.jpg,,"Aulacomnium palustre, Aulacomnium turgidum, Betula nana, Calamagrostis inexpansa, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia ecmocyna, Cladonia mitis, Cladonia rangiferina, Cladonia uncialis, Dactylina arctica, Dicranum acutifolium, Dicranum spadiceum, Flavocetraria cucullata, Hylocomium splendens, Hypnum cupressiforme, Masonhalea richardsonii, Pedicularis labradorica, Polytrichum strictum, Ptilidium ciliare, Ptilium crista-castrensis, Rhododendron tomentosum s. decumbens, Rhytidium rugosum, Vaccinium vitis-idaea s. minus"
67,SWT-67,67,19890814,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.641786,-149.594729,Field Name,Salix lanata-Salix alaxensis,Aquatic grass  marshes (Arctophila fulva),26,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-67_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-67_plotclose-up.jpg,,"Anemone richardsonii, Aulacomnium palustre, Betula nana, Calamagrostis canadensis, Cladonia acuminata, Climacium dendroides, Dasiphora fruticosa, Dodecatheon frigidum, Equisetum arvense, Hylocomium splendens, Petasites frigidus, Plagiomnium ellipticum, Poa arctica, Polemonium acutiflorum, Pseudocalliergon turgescens, Rubus acaulis, Salix glauca, Salix pulchra, Salix richardsonii, Sanionia uncinata, Senecio lugens, Stellaria longipes taxon laeta, Tomentypnum nitens, Tortella tortuosa, Valeriana capitata, Wilhelmsia physodes"
68,SWT-68,68,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.643097,-149.591563,Field Name,Salix pulchra-Dodecatheon fridigum,"Dry acidic prostrate-shrub heaths (Arctous alpina, Salix phlebophylla, Empetrum heaths)",34,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-68_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-68_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-68_soils.jpg,"Anemone richardsonii, Bistorta vivipara, Bryum pseudotriquetrum, Calamagrostis canadensis, Calliergon stramineum, Campylium stellatum, Carex membranacea, Cetrariella delisei, Cinclidium arcticum, Cinclidium subrotundum, Climacium dendroides, Dasiphora fruticosa, Dicranum spadiceum, Dodecatheon frigidum, Equisetum arvense, Hypnum lindbergii, Limprichtia revolvens, Micranthes nelsoniana, Paludella squarrosa, Plagiomnium ellipticum, Polemonium acutiflorum, Rubus acaulis, Salix chamissonis, Salix pulchra, Salix reticulata, Salix richardsonii, Sanionia uncinata, Sphagnum rubellum, Spiraea stevenii, Stereocaulon tomentosum, Tomentypnum nitens, Vaccinium uliginosum, Viola epipsila, Wilhelmsia physodes"
69,SWT-69,69,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.640667,-149.588031,Braun-Blanquet Name,Salici phlebophyllae-Arctoetum alpinae Walker et al. 1994,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",30,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-69_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-69_plotclose-up.jpg,,"Alectoria ochroleuca, Arctous alpina, Asahinea chrysantha, Bistorta plumosa, Bryocaulon divergens, Calamagrostis inexpansa, Carex microchaeta, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia macrophylla, Cladonia pyxidata, Cladonia rangiferina, Cladonia species, Dactylina arctica, Dicranum elongatum, Dicranum groenlandicum, Empetrum nigrum, Flavocetraria cucullata, Flavocetraria nivalis, Masonhalea richardsonii, Peltigera canina, Pertusaria panyrga, Polytrichum juniperinum, Polytrichum piliferum, Sphaerophorus globosus, Stereocaulon alpinum, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
70,SWT-70,70,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.640908,-149.588658,Field Name,Betula nana-Cladina arbuscula,Dry nonacidic alpine tundra (Dryas octopetala),29,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-70_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-70_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-70_soils.jpg,"Aulacomnium turgidum, Betula nana, Bistorta plumosa, Carex microchaeta, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pleurota, Cladonia pyxidata, Cladonia rangiferina, Dactylina arctica, Dicranum elongatum, Dicranum groenlandicum, Dicranum spadiceum, Festuca altaica, Flavocetraria cucullata, Hylocomium splendens, Masonhalea richardsonii, Nephroma arcticum, Pedicularis labradorica, Peltigera aphthosa, Peltigera canina, Polytrichum strictum, Rhododendron tomentosum s. decumbens, Rhytidium rugosum, Salix pulchra, Stereocaulon alpinum, Vaccinium vitis-idaea s. minus"
71,SWT-71,71,19890812,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.641019,-149.588583,Braun-Blanquet Name,Salici phlebophyllae-Arctoetum alpinae Walker et al. 1994,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",34,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-71_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-71_plotclose-up.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-71_soils.jpg,"Alectoria ochroleuca, Arctous alpina, Betula nana, Bryocaulon divergens, Bryum species, Carex microchaeta, Ceratodon purpureus, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pleurota, Cladonia pyxidata, Cladonia rangiferina, Cladonia uncialis, Dactylina arctica, Dicranum elongatum, Empetrum nigrum, Flavocetraria cucullata, Flavocetraria nivalis, Kalmia procumbens, Luzula confusa, Masonhalea richardsonii, Pertusaria dactylina, Pohlia nutans, Polytrichum piliferum, Polytrichum strictum, Rhododendron tomentosum s. decumbens, Salix phlebophylla, Sphaerophorus globosus, Stereocaulon alpinum, Thamnolia vermicularis s. subuliformis, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
72,SWT-72,72,19890802,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.624668,-149.597901,Field Name,Carex aquatilis-Eriphorum angustifolium,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",25,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-72_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-72_soils.jpg,,"Arctophila fulva, Bistorta vivipara, Bryum pseudotriquetrum, Calliergon giganteum, Caltha palustris s. radicans, Campylium stellatum, Cardamine polemonioides, Carex aquatilis, Carex tenuiflora, Chrysosplenium tetrandrum, Comarum palustre, Coptidium pallasii, Drepanocladus brevifolius, Equisetum arvense, Eriophorum angustifolium, Hylocomium splendens, Hypnum pratense, Micranthes foliolosa, Mnium species, Saxifraga cernua, Scapania subalpina, Sphagnum contortum, Valeriana capitata, Warnstorfia pseudostraminea, Wilhelmsia physodes"
73,SWT-73,73,19890822,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.62371,-149.61751,Braun-Blanquet Name,Sphagno-Eriophoretum vaginati typicum Walker et al. 1994,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",32,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-73_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-73_soils.jpg,,"Aulacomnium turgidum, Betula nana, Bistorta plumosa, Carex bigelowii, Cassiope tetragona [s. tetragona], Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Cladonia pyxidata, Cladonia rangiferina, Dactylina arctica, Dicranum groenlandicum, Dicranum spadiceum, Empetrum nigrum, Eriophorum vaginatum, Flavocetraria cucullata, Hylocomium splendens, Pedicularis lapponica, Peltigera aphthosa, Peltigera canina, Polytrichum juniperinum, Racomitrium lanuginosum, Rhododendron tomentosum s. decumbens, Rubus chamaemorus, Salix pulchra, Sphagnum angustifolium, Sphagnum balticum, Sphagnum fimbriatum, Sphagnum girgensohnii, Sphagnum rubellum, Vaccinium vitis-idaea s. minus"
74,SWT-74,74,19890822,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.623714,-149.617654,Field Name,Luzula arctica-Juncus biglumis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),22,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-74_plot.jpg,,,"Anthelia juratzkana, Asahinea chrysantha, Aulacomnium turgidum, Betula nana, Cassiope tetragona [s. tetragona], Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia pyxidata, Cladonia rangiferina, Dactylina arctica, Empetrum nigrum, Eriophorum vaginatum, Flavocetraria cucullata, Hylocomium splendens, Juncus biglumis, Luzula nivalis, Peltigera aphthosa, Peltigera canina, Polytrichum juniperinum, Racomitrium lanuginosum, Thamnolia vermicularis s. subuliformis, Vaccinium vitis-idaea s. minus"
75,SWT-75,75,19890821,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.623692,-149.616867,Braun-Blanquet Name,Sphagno-Eriophoretum vaginati betuletosum nanae Walker et al. 1994,"Moist and dry acidic dwarf-shrub heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, some Betula nana-lichen heaths)",26,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-75_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-75_soils.jpg,,"Aulacomnium palustre, Betula nana, Bistorta plumosa, Carex bigelowii, Cetraria islandica, Cladonia amaurocraea, Cladonia arbuscula s. lat., Cladonia gracilis s. lat., Dactylina arctica, Dicranum spadiceum, Eriophorum vaginatum, Flavocetraria cucullata, Hylocomium splendens, Pedicularis lapponica, Peltigera aphthosa, Petasites frigidus, Polytrichum juniperinum, Rhododendron tomentosum s. decumbens, Rubus chamaemorus, Salix pulchra, Sphagnum girgensohnii, Sphagnum rubellum, Sphagnum teres, Sphagnum warnstorfii, Vaccinium uliginosum, Vaccinium vitis-idaea s. minus"
76,SWT-76,76,19890824,1989,Toolik Lake vegetation (Walker and Barry 1991),Donald A. 'Skip' Walker,68.625467,-149.587324,Field Name,Poa glauca-Ranunculus pedatifidus,Aquatic grass  marshes (Arctophila fulva),29,,Braun/Blanquet (old),http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-76_plot.jpg,http://static.gina.alaska.edu/geobotany/Toolik_Photos/tooliklake_swt-76_soils.jpg,,"Alectoria ochroleuca, Anemone lithophila, Arctous alpina, Arnica angustifolia s. alpina, Bryum argenteum, Calamagrostis purpurascens s. purpurascens, Carex obtusata, Carex rupestris, Ceratodon purpureus, Cetraria islandica, Cladonia pyxidata, Dryas octopetala, Flavocetraria cucullata, Minuartia arctica, Pedicularis capitata, Peltigera canina, Poa alpina, Polytrichastrum alpinum, Polytrichum juniperinum, Potentilla arenosa s. arenosa, Rhododendron tomentosum s. decumbens, Rhytidium rugosum, Salix phlebophylla, Saxifraga funstonii, Saxifraga tricuspidata, Selaginella sibirica, Stellaria longipes taxon laeta, Syntrichia ruralis, Vaccinium vitis-idaea s. minus"
